team,post,post_author,post_time,tag
SAW,"Morning! Welcome to another day on Bluesky 🦋.

Seeing as though 1 million new members joined in a day I thought I’d share this starter pack of #RMN #RNMH #MHNursing folk to follow and get you started in the new place. Let me know if you need adding/ removing 

go.bsky.app/PS7hgy4",Jo Stucke,2024-11-18T07:48:36.341Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"Sypią się pisowskie budowle. RMN miała zapewniać władzę nad TVP, ale intrygi się zapętliły i w RMN większość będzie miała K15X. RMN to organ niekonstytucyjny, jednak można wykorzystać sytuację i dokończyć porządki.
Suski na czele Rady Programowej radia to dobre dla kabareciarzy, nie dla radia.",Jarek Gasewicz,2024-11-18T05:38:16.133Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"@centrepompidou

The forms with sharp contours and acute angles are shattered into pieces along diagonal lines.

Vassily Kandinsky « Auf Weiss II (Sur blanc II) » 1923. Domaine public. Photo : Centre Pompidou/H. Mauri/Dist. RMN-GP

#CentrePompidou
#Bauhaus
#VassilyKandinsky
#Kandinsky",,2024-11-18T03:41:00.627Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"I want to read something that makes me not want to put my book down, that leaves me thinking of the characters long after I’ve read the last chapter so any recommendations? Suspense, thrillers, mysteries or anything with a good story line. Love Where The Crawdads Sing & The Midnight Library.",,2024-11-20T23:59:58.066Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"New @splitzoneduo.com subscriber ep that I'm excited about (free preview too): Notre Dame and Army used to be the absolute biggest deal in college football, and then after 1947, it just stopped, later restarting as a periodic series. 

Why? Weird story imo: www.splitzoneduo.com/p/notre-dame...",Alex Kirshner ,2024-11-20T23:59:56.357Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,Some people just want to be close to power. There’s no ideology in it. In 1930s Germany they’d be a Nazi. In 1950s Russia they’d be a Stalinist. In today’s China they’d sing the praise of Xi Jinping. www.usatoday.com/story/life/h...,Patrick Chovanec,2024-11-20T23:59:44.350Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"Tightrope 🪢
Story of Us 📖 
Cold Sweat 💧 
Midnight Sun ☀️ 
Cross That Line ❤️","Entitled, Uppity African-American",2024-11-20T23:59:42.747Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"Hi @jamescromwell.bsky.social, I’m ready to tell this story if you are.",Andrew Genser,2024-11-20T23:59:41.311Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"NC is a supermajority until Jan 3 aft Tricia Cotham flipped parties months aft 22 the election. Barely out of it after election. But are still the majority. I know we won a Justice but I can't tell who has majority. NC really hides political affiliation of all branches.

www.wral.com/story/democr...",JacqueBlue,2024-11-20T23:59:40.813Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"Read the full story on Lara Trump’s new business venture here: 

www.dailykos.com/stories/2024...",Alix Breeden,2024-11-20T23:59:38.141Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"You continue trying to get through to him, to move on, to let go but-

Your story will end in tragedy. You could see the escalation, you disagreed with his plan to leave but you couldnt get him to listen. His duel with Sollux is the same but as Feferi and him ready their attacks, you get in the way.",Dread |💀 I Stay Silly :3 💀,2024-11-20T23:59:37.925Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,a non-religious picture you think of as holy,Barry Crain,2024-11-20T23:59:36.628Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"Started writing a short story on my flight today, using my phone. I'm super rusty, and it probably wasn't the most ergonomic workflow, but I started. Flexing those creative muscles after so long without use felt both awkward and exciting. We shall see...",Ferryn leFay,2024-11-20T23:59:23.120Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"Introduce yourself with your worst feedback from school:

Hi, I’m Jules and my bust is too big to play Anybodys in our middle school production of West Side Story so stop asking.",Nunya,2024-11-20T23:59:22.959Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,My father told me a story about a fight he had as a School boy. My Grandfather had the contract to drive the School bus in country Vic so would be dads bus driver. Dad was always arguing with a kid one year older than him on the bus.,Jessica Mason. 🇺🇦 🇦🇺 🪃,2024-11-20T23:59:19.422Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"When I was 14/15 I saw Equilibrium and then wrote a bit of a story about, idk, futuristic spies, I think? and one of them is on emotion suppressing medication so that he can comfortably commit horrors and then he goes off of it and experiences the full emotional weight of his past crimes and--",Veronica Roth,2024-11-20T23:59:16.204Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,the nimbys just won't quit,han,2024-11-20T23:59:13.634Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"once again surprised and not surprised that shrimp story has evolved a whole complicated plot because it literally started as ""wouldn't it be hot if paul atreides drank the water of life and it turned him breedable and he had to fuck a worm"" + ""lelouch code geass eggnant now"" 
humble beginnings....",bon appé{𝖙𝖎𝖙},2024-11-20T23:59:12.308Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"Newsweek's parent , IBT Media, gavr money to Olivet University founded by Pastor David Jang who was with the Unification Church

Sun Myung Moon launched The Washington Times in the early 1980s, as an instrument of media influence

Moon was close to Ronald Reagan

www.usatoday.com/story/money/...",Theobius,2024-11-20T23:59:08.913Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"My story ""Flexible Off-Time"" appeared for the first time in Promise www.amazon.com/Promise-Chri...",Christi Nogle,2024-11-20T23:59:07.154Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,would you put stuff like below into the 'hooks' or 'story section 🤔,God's gayest lizzert 🦎,2024-11-20T23:59:07.012Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"Tabling at cons is a whole different story yeah 🥲 costs can be...wild. It's always a bit of a gamble since you can never know for sure how well a con does for you.
I've been doing it for a decade so I'd say I'm fairly experienced but still get suprised by new things every time",TotorokiPins,2024-11-20T23:59:03.564Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"I believe this leverages the definition, or prescription, that Christmas must be essential to the story beats of a Christmas film - though I am inclined to disagree, since while, for instance, The Santa Clause, is indelibly tied to Christmas, many holiday rom-coms are not. (2/2)",Modeste Daniau,2024-11-20T23:59:03.476Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,its been a story quest all along fghklkjufdthge,Mime,2024-11-20T23:58:58.308Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"my mom has her original copies, the movie cover copies from the early 2000s, and she gave me two copies of all 3 books in one so i thought i didn’t have an excuse anymore to not read them especially since the story/the movies mean so much to me",sam prevot,2024-11-20T23:58:50.271Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"My story ""The Earthly Garden"" appeared for the first time in Promise www.amazon.com/Promise-Chri...",Christi Nogle,2024-11-20T23:58:48.500Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"Noah's Ark (2024): A Stunning Animated Reimagining of the Classic Flood #Story Filled with Resilience, Friendship, and Cultural Influences, Released on November 7, 2024, Offering a Must-Watch Adventure for Families. #Cartoon #Anime #movie #MovieUpdate #ClassicCartoon #CartoonNews #AnimeRelease",New movies,2024-11-20T23:58:42.711Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"Oh dear goths... 

Christopher Lee reading this would be a killer. Or Alan Rickman. But ... Jeremy Irons is still around, for hopefully many more years to come... 🤔

Maybe he could be persuaded? 🫠

Read that story, it is absolutely fantastic. 5⭐No notes.",Lacrima Mundi - writes a lot of Indie Book Reviews 📚✍️,2024-11-20T23:58:38.068Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
SAW,"#SAW upset #Falcons with a 13-5 victory on Anubis.

Falcons had no answers for Ag1l as he decimated them.

SAW improve to 2-1 while Falcons fall to 1-2 and will face elimination with one more loss.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-18T05:54:26.043Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
